id,lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity,price,reservoir_id,research_type_id,data
30686,2900,2.76395,18.4018,,7.03194,0,1,34.6797,4014,5,2019-06-16
30687,2600,4.75418,18.5554,4.41868,,0,1,89.4808,1492,3,2010-09-09
30688,4800,4.58714,19.1709,,,0,1,47.6181,4583,1,2015-03-19
30689,1800,4.23418,8.7652,,,0,1,95.2269,2955,2,2011-09-26
30690,2400,1.04037,29.8375,4.05504,,0,1,41.7524,142,1,2011-08-26
30691,1400,1.71398,6.70403,,,0,1,47.7616,1599,2,2020-12-06
30692,4100,1.45072,4.29253,,,0,1,90.7178,4376,1,2019-01-04
30693,2800,2.154,28.1954,,6.43368,0,1,42.9149,3211,3,2016-03-04
30694,2300,2.67531,4.28972,5.17245,6.00872,0,1,13.7772,4268,2,2015-04-25
30695,3100,1.38931,21.2866,7.50318,7.08752,0,1,25.2549,821,2,2015-05-10
30696,4800,1.05739,12.4771,,,0,1,15.6971,876,2,2019-05-13
30697,3200,3.36387,,8.55912,7.86306,0,1,31.0304,645,1,2011-12-16
30698,5400,1.17618,,4.62471,,0,1,63.9313,1415,4,2019-08-25
30699,1200,4.50037,5.50786,,,0,1,65.9853,4662,5,2010-02-20
30700,4000,1.60141,10.1894,9.84674,8.2819,0,1,40.8298,3830,1,2020-06-29
30701,4700,4.53976,21.8989,,,0,1,10.287,3928,3,2014-06-23
30702,3800,5.64217,24.5435,,7.15341,0,1,84.2193,1174,1,2014-07-30
30703,1900,1.36095,18.1008,,,0,1,79.87,277,2,2014-05-08
30704,3900,5.74473,21.867,,7.59183,0,1,20.7152,736,1,2017-01-31
30705,1700,4.82242,1.32314,,,0,1,96.3434,1508,2,2010-07-14
30706,,1.68166,19.1225,,,0,1,47.6038,1058,3,2010-06-28
30707,3500,3.85582,24.735,,,0,1,35.3165,1396,3,2010-04-04
30708,3900,1.75711,25.4375,9.31071,,0,1,18.126,4352,4,2016-09-13
30709,2500,3.59881,6.38499,,8.37768,0,1,90.3295,1662,2,2017-01-05
30710,1900,,2.24803,7.09218,,0,1,54.2163,1078,4,2016-10-04
30711,2300,3.568,13.3788,,6.23912,0,1,63.0568,1482,4,2015-05-10
30712,1500,1.00034,17.1254,,8.60714,0,1,51.6464,1316,2,2010-12-07
30713,4500,1.40521,7.41966,,7.62643,0,1,81.5583,1123,2,2014-03-13
30714,2300,4.93154,,,,0,1,18.671,916,3,2012-10-16
30715,2000,1.02726,,,6.26199,0,1,62.1415,1438,4,2019-07-30
30716,5100,1.14838,5.87999,,,0,1,70.8844,229,4,2015-01-02
30717,5800,4.21237,24.8105,,7.78491,0,1,93.6222,1200,1,2013-02-19
30718,1200,5.16384,22.6172,,,0,1,72.2628,1713,1,2016-10-13
30719,,5.27881,19.8776,,,0,1,73.6556,1600,1,2016-06-04
30720,4300,3.90522,6.57606,,,0,1,43.4883,1672,2,2011-10-14
30721,5700,3.25443,21.4657,,8.73626,0,1,59.4299,794,1,2017-04-23
30722,1400,1.69009,3.07643,,7.01294,0,1,87.6712,1221,1,2017-05-20
30723,2200,1.16535,11.645,,7.54233,0,1,84.5514,1541,4,2015-02-22
30724,2700,3.37263,29.0269,,8.40123,0,1,36.3501,628,3,2011-02-21
30725,,1.18751,14.1343,5.17584,,0,1,97.9717,27,4,2017-05-21
30726,3000,2.34836,,8.23231,,0,1,53.1824,1641,4,2011-07-08
30727,3600,,29.8708,7.43945,,0,1,87.0706,1698,4,2020-04-20
30728,1200,1.79057,1.69665,5.3251,8.86005,0,1,66.5714,1132,2,2010-08-18
30729,2100,2.01549,1.04633,,,0,1,44.7611,1341,1,2015-02-15
30730,5300,3.48471,,,,0,1,13.0864,1293,1,2019-12-04
30731,,1.38582,19.3032,,,0,1,62.1237,1025,2,2014-03-24
30732,5100,3.35372,19.4588,,6.64454,0,1,39.0103,2718,1,2011-10-27
30733,5900,3.59678,10.9449,,,0,1,11.1729,618,1,2019-07-06
30734,3600,2.33679,8.49193,6.97359,,0,1,29.6033,4766,4,2018-03-17
30735,4500,3.91526,9.96587,,6.62199,0,1,30.6681,1695,4,2016-11-03
30736,1800,5.35426,17.4994,,7.6999,0,1,17.6667,1711,4,2013-08-23
30737,5700,2.47698,18.049,9.70443,,0,1,40.8249,1116,1,2015-05-03
30738,2100,5.95151,27.7421,3.84533,8.58959,0,1,42.5186,918,2,2013-10-17
30739,2800,1.77918,28.9321,,,0,1,60.1082,508,3,2011-01-16
30740,4300,4.92297,10.0399,9.64227,6.00123,0,1,74.0255,510,2,2019-04-27
30741,5900,5.79504,22.6182,9.08815,,0,1,99.3632,1026,2,2019-03-15
30742,1800,5.9207,15.1078,5.77653,6.35626,0,1,81.3549,477,3,2015-01-11
30743,2000,4.90812,22.1778,6.74491,,0,1,57.2887,2489,4,2019-03-29
30744,1200,,25.9771,,,0,1,51.0106,1604,1,2016-01-08
30745,5700,3.99706,29.8494,,,0,1,78.6956,1692,2,2017-05-04
30746,5500,1.98833,,6.29715,7.11196,0,1,96.1151,3,1,2019-12-31
30747,5700,1.66618,26.6866,4.73157,,0,1,19.1596,817,2,2014-10-25
30748,1800,1.04003,13.0168,7.88682,,0,1,34.2438,1511,4,2013-05-19
30749,2500,1.30877,17.3074,5.23883,,0,1,51.6357,31,2,2016-10-11
30750,2800,2.51918,6.79208,8.34365,,0,1,54.3705,1315,3,2010-05-09
30751,2400,2.12674,21.6398,5.61751,,0,1,22.0749,690,2,2016-03-24
30752,4600,2.52693,23.4178,9.16104,,0,1,58.7676,473,1,2016-03-20
30753,1400,3.17694,1.82405,6.73277,,0,1,90.2757,1607,2,2013-03-23
30754,4700,1.89355,9.48202,,,0,1,32.497,1161,3,2019-05-25
30755,4200,4.08506,6.57816,,8.85779,0,1,81.3999,4463,4,2013-03-09
30756,3100,3.27096,14.4121,,6.09576,0,0,22.6158,1638,1,2018-02-19
30757,4900,2.24594,15.7105,,,0,1,99.6679,1275,2,2020-06-23
30758,2800,5.91132,21.0114,6.67915,,0,1,53.5198,3485,4,2013-03-18
30759,1000,4.37441,3.43143,,6.08488,0,1,22.7435,1573,3,2020-09-27
30760,5900,3.26954,,4.92378,,0,1,53.1609,1280,1,2020-01-22
30761,5200,1.17344,28.5443,,7.01144,0,1,60.5331,620,3,2011-03-25
30762,4900,4.39637,22.872,6.14911,,0,1,68.7451,1416,1,2020-09-01
30763,4600,4.03186,11.4092,7.39637,,0,1,73.3649,4084,3,2011-07-30
30764,1200,5.66617,18.23,,6.14078,0,1,87.2431,98,2,2018-02-18
30765,4500,,21.1703,,,0,1,92.0926,1624,3,2012-07-13
30766,5600,1.37111,1.27682,9.44623,,0,1,34.0465,1339,4,2013-07-14
30767,3700,1.3713,29.8192,7.31886,,0,1,50.4735,431,2,2012-06-18
30768,1300,1.24509,6.2762,3.83034,,0,1,61.955,1578,3,2017-01-12
30769,2500,5.97121,15.4926,,,0,1,88.003,1499,1,2016-12-29
30770,4700,4.66355,27.8931,3.21036,6.55929,0,1,54.4748,402,3,2015-12-08
30771,2200,3.48995,22.2822,,,0,1,40.0595,845,1,2020-09-16
30772,3600,5.57728,25.8794,,,0,1,61.1036,227,1,2020-05-21
30773,2800,,29.0764,5.45607,8.02007,0,1,22.1546,1405,2,2015-09-28
30774,5800,4.55027,,,,0,1,99.6302,1388,2,2018-02-24
30775,3100,1.19687,,,,0,1,44.125,1686,2,2013-08-17
30776,4200,,9.67758,,,0,1,78.075,812,1,2012-04-12
30777,4400,3.43319,,,,0,1,40.3825,1410,2,2019-03-09
30778,5900,1.24087,6.94784,,,0,1,43.5409,1055,4,2020-03-02
30779,4800,5.48377,15.7706,4.95346,,0,1,57.6545,4759,3,2014-11-05
30780,1500,,29.999,6.89511,8.41033,0,1,11.8565,741,4,2018-06-06
30781,2400,3.98451,,5.68931,,0,1,44.0229,1602,1,2017-09-29
30782,,,,4.06502,6.2125,0,1,62.8268,883,2,2016-12-03
30783,1100,4.34631,5.76978,8.32278,6.1185,0,1,24.9356,4306,1,2014-11-23
30784,2700,3.69303,14.3982,,7.72467,0,1,90.3906,389,1,2014-10-10
30785,4900,5.17702,25.4886,8.86032,,0,1,91.0115,1729,3,2013-09-12
30786,5900,2.70645,3.22699,,7.69724,0,1,13.3561,3923,3,2019-01-20
30787,4600,1.14749,14.9585,9.55881,7.44237,0,1,48.7346,1594,4,2019-08-22
30788,2100,2.03959,17.0101,,,0,1,78.6759,1632,3,2010-02-11
30789,4700,5.27139,26.8269,,,0,1,48.2034,4698,3,2015-01-08
30790,,5.88875,24.0787,,,0,1,18.0522,983,4,2019-09-30
30791,,1.95778,10.0569,3.19135,8.11415,0,1,17.9988,1287,2,2014-03-18
30792,,4.20888,7.62851,,8.44016,0,1,87.3051,1443,2,2012-02-16
30793,4000,2.46017,18.4792,,,0,1,29.7751,1264,1,2014-02-04
30794,4700,5.51172,10.9768,,,0,1,16.9473,1657,2,2012-01-11
30795,4200,5.06583,,,7.94789,0,1,23.4923,1595,4,2018-02-02
30796,5600,2.66932,5.36674,,,0,1,40.6181,4534,3,2019-07-29
30797,5600,5.44293,24.0798,4.73864,,0,1,17.99,4679,4,2013-06-15
30798,1000,4.10257,24.2554,6.18513,6.46363,0,1,70.0455,724,4,2011-02-09
30799,5200,,26.488,6.85255,,0,1,58.918,264,1,2013-06-27
30800,3300,3.68197,15.6176,4.55263,,0,1,54.649,1498,2,2013-10-21
30801,3200,1.60574,29.1977,,,0,1,55.6416,1398,2,2017-07-15
30802,3800,1.5266,7.06016,,,0,1,57.2046,244,3,2018-10-28
30803,1400,2.76319,28.6308,,8.57726,0,1,46.2409,1212,1,2017-06-06
30804,2500,1.25454,,,,0,1,97.1609,1224,4,2010-11-05
30805,1900,,5.38813,9.0034,6.64012,0,1,24.311,804,4,2010-09-07
30806,1500,4.53702,23.9375,,,0,1,60.9713,1261,2,2016-11-18
30807,3100,3.62577,21.901,7.71386,,0,1,46.613,1302,2,2010-06-24
30808,5400,1.74324,,,,0,1,90.6455,635,1,2016-02-12
30809,5200,1.69497,26.1579,8.7793,,0,1,88.372,863,2,2015-10-09
30810,,,,6.29458,6.52227,0,1,13.3249,905,2,2010-11-28
30811,2600,2.37648,24.5732,,,0,1,82.2333,1267,4,2019-12-29
30812,2200,,12.194,7.80562,6.38963,0,1,66.127,1092,3,2010-04-23
30813,4100,3.81882,15.1237,9.64469,,0,1,95.8653,662,3,2019-05-29
30814,4400,2.9419,25.0252,,,0,1,20.8869,1661,3,2012-04-24
30815,2700,3.57647,10.9126,,,0,1,19.1381,1038,2,2012-04-24
30816,4600,2.33007,22.5634,,7.9449,0,1,97.7063,4454,2,2015-05-08
30817,1500,5.74375,14.7402,9.68711,8.14403,0,1,53.8095,466,3,2015-10-11
30818,2300,,24.8762,6.16822,,0,1,82.9743,672,4,2017-11-05
30819,1100,1.65268,23.7114,,,0,1,96.2317,1633,2,2014-06-08
30820,4700,4.60129,,,,0,1,88.7365,1050,1,2014-07-10
30821,3200,5.28645,6.57912,,,0,1,85.3119,4918,1,2014-12-08
30822,4000,3.89963,9.64233,,,0,1,71.7977,1156,2,2012-05-07
30823,4700,3.21829,2.31227,,7.02598,0,1,23.7515,1226,2,2012-01-05
30824,2300,5.19739,25.5228,,,0,1,79.9507,196,4,2018-04-16
30825,1700,1.56309,1.20444,9.93362,,0,1,46.476,548,4,2011-09-22
30826,5500,1.02595,,,8.70432,0,1,52.7544,1112,4,2018-08-01
30827,2500,3.35678,14.5859,9.15953,8.64296,0,1,41.3285,3648,4,2016-04-17
30828,1900,,,5.94161,6.89982,0,1,15.2073,1709,1,2013-09-18
30829,1200,4.76047,6.86191,,7.66668,0,1,86.1379,1474,2,2010-01-23
30830,,5.77741,14.5822,,,0,1,13.5069,1513,4,2015-02-04
30831,3200,5.41333,24.1513,,,0,1,70.085,1726,4,2019-11-14
30832,1700,3.16241,12.1134,,,0,1,70.337,1301,3,2018-01-29
30833,1500,4.78492,23.6483,5.46367,,0,1,84.6229,1490,2,2016-09-06
30834,,1.45949,12.3401,,8.71605,0,1,13.0055,2668,2,2011-01-16
30835,5400,5.59772,25.2994,6.11396,,0,1,56.2149,1225,1,2010-11-23
30836,5400,1.82063,11.1259,5.63156,,0,1,86.8182,1306,4,2019-12-19
30837,1100,1.13434,4.81324,5.1684,,0,1,26.5859,1376,4,2020-07-14
30838,1600,1.4477,28.0268,9.02672,,0,1,27.7747,708,2,2014-01-19
30839,4000,3.5149,29.3915,,8.33204,0,1,76.0796,525,2,2014-02-02
30840,4900,2.82745,14.4588,,,0,1,40.0402,561,4,2017-11-09
30841,5100,5.71427,,,,0,1,66.7431,1159,4,2018-07-29
30842,3900,3.72058,10.4798,,,0,1,58.0891,992,2,2013-07-11
30843,5300,3.72997,29.8877,,6.8441,0,1,90.3039,725,5,2015-05-22
30844,2600,5.80929,17.1398,,,0,1,44.8786,1283,4,2014-02-11
30845,5100,1.06726,25.6109,,6.00749,0,1,35.8189,3636,2,2020-10-18
30846,2500,4.43377,11.8322,3.83594,6.73126,0,1,51.8718,420,1,2013-11-25
30847,,2.01148,22.4973,,6.7511,0,1,91.4398,448,3,2013-10-05
30848,3400,4.77101,29.3307,7.99322,,0,1,18.8882,1085,2,2011-10-14
30849,1700,4.22077,8.65375,,8.42411,0,1,97.8092,941,3,2020-10-03
30850,4400,3.32949,3.76451,8.00624,7.05765,0,1,25.786,1460,4,2012-09-27
30851,4700,3.31228,2.88635,,,0,1,86.8086,689,1,2013-10-19
30852,2200,5.62772,,,,0,1,35.0157,1696,4,2016-08-25
30853,2100,4.46513,2.80172,,,0,1,73.8139,944,2,2017-09-18
30854,,,,6.14325,7.50694,0,1,70.1815,542,3,2020-01-03
30855,5700,1.80749,14.1661,,,0,1,69.3371,1052,1,2019-11-29
30856,1900,1.91043,17.4935,9.49407,,0,1,83.844,1236,5,2015-03-10
30857,4100,5.77938,22.8883,8.38926,,0,1,43.4531,190,3,2016-10-23
30858,5200,4.76968,23.603,,7.36624,0,1,66.2901,838,4,2020-03-07
30859,5000,3.22464,17.2654,,,0,1,60.6849,1367,1,2020-02-29
30860,1000,4.90518,,,,0,1,71.5566,1738,4,2013-02-21
30861,4400,3.11888,,,,0,1,29.6428,1539,4,2010-08-04
30862,2700,1.57979,28.7876,,6.09834,0,1,41.4057,1765,1,2017-10-21
30863,2400,4.16982,,7.68882,8.04785,0,1,14.5076,1697,4,2016-01-21
30864,4700,4.00272,15.4375,,8.60636,0,1,84.8651,275,3,2010-09-05
30865,1300,1.47712,22.9431,,,0,1,43.2398,1794,4,2012-01-31
30866,5700,5.12369,1.96515,5.19304,6.85166,0,1,21.8964,1634,4,2011-12-01
30867,,1.46335,15.4131,,,0,1,81.5041,245,1,2014-09-02
30868,5200,2.95832,15.6119,3.08722,,1,1,92.8598,830,2,2018-05-14
30869,5200,1.23548,1.19825,5.67989,7.57241,0,1,64.672,733,2,2011-06-02
30870,2900,2.77876,15.0485,,,0,1,32.3198,1838,2,2013-05-23
30871,4600,2.99819,11.2368,7.97437,8.61776,0,1,81.1204,1361,3,2015-11-10
30872,5300,2.80756,12.8241,,,0,1,36.0348,1105,3,2011-09-22
30873,1100,,28.2527,,,0,1,16.8947,1755,1,2013-10-04
30874,2300,3.12877,14.8178,,,0,1,66.1915,4502,2,2017-08-15
30875,5700,4.81516,29.2739,,8.28827,0,1,31.9934,4491,1,2016-12-27
30876,,3.9163,2.06809,5.87125,,0,1,37.2228,1110,5,2011-05-31
30877,2100,1.93841,11.3105,8.32801,,0,1,81.4938,197,1,2018-01-02
30878,4400,,26.9984,5.04748,,0,1,78.873,1613,2,2018-12-10
30879,3100,1.88071,11.5212,6.605,,0,1,54.1318,299,1,2018-07-15
30880,1200,2.55648,9.10457,9.43238,,0,1,94.6042,1833,3,2018-11-13
30881,1800,4.09034,5.2604,5.30849,,0,1,61.3147,1689,3,2014-10-28
30882,2800,3.15103,24.9885,5.18014,,0,1,32.4403,1702,3,2014-07-06
30883,3400,1.76362,7.57159,,8.84509,0,1,17.3981,1113,3,2013-12-31
30884,1500,5.55161,10.9682,,6.95886,0,1,70.3519,1290,3,2018-05-13
30885,5300,2.25494,27.8101,,,0,1,26.6983,3635,3,2011-04-18
30886,5400,5.13601,9.81501,,,0,1,45.0693,1828,3,2013-03-21
30887,1600,,26.1921,,,0,1,96.5231,1248,1,2010-05-13
30888,5900,2.43098,22.5507,7.67575,,0,1,24.4414,1629,2,2017-09-19
30889,2300,3.46513,11.8214,7.20993,6.7459,0,1,43.6684,709,3,2012-03-04
30890,,5.78561,4.97556,7.36982,,0,1,72.3709,1440,4,2016-09-30
30891,1300,4.69728,,,7.20439,0,1,53.3652,1621,2,2013-02-25
30892,2100,,12.7805,,,0,1,60.2958,1859,2,2010-05-09
30893,3000,3.97743,10.9853,,7.6741,0,1,67.0898,1467,2,2014-12-07
30894,3900,5.54906,24.62,4.10178,7.23627,0,1,14.523,1565,4,2010-12-12
30895,3900,5.81834,1.76002,4.64061,6.01233,0,1,20.3974,438,2,2017-04-07
30896,4400,3.05095,18.7371,,,0,1,35.3374,882,2,2010-10-08
30897,2800,3.9097,9.03399,,,0,1,53.5815,1308,1,2018-07-06
30898,1700,2.54252,12.3382,7.67416,8.3611,0,1,15.4388,1581,4,2014-09-17
30899,1500,1.39603,19.3757,4.14323,8.834,0,1,11.6387,4184,1,2012-01-13
30900,3900,2.24766,6.08371,,,0,1,23.9226,1829,1,2018-11-19
30901,1300,2.54444,28.4263,7.04214,,0,1,70.3677,78,3,2020-04-09
30902,2400,,29.0457,5.52245,,0,1,98.5799,1385,1,2016-06-09
30903,,5.71786,24.868,,,0,1,54.2161,296,2,2010-05-14
30904,2800,3.25285,29.6894,,,0,1,75.4894,1680,2,2017-05-14
30905,3500,1.6856,3.09129,,6.72233,0,1,44.6656,1371,4,2017-12-04
30906,4600,5.60391,15.3741,5.79392,6.91289,0,1,60.7738,439,4,2012-01-29
30907,2600,2.47546,29.0082,,6.95173,0,1,28.121,1856,3,2012-11-22
30908,1000,1.776,24.2446,3.9535,,0,1,17.6224,810,3,2010-02-04
30909,1600,2.99225,15.5129,,8.0589,0,1,48.1882,1521,3,2013-01-06
30910,5000,2.22258,9.3799,3.22564,7.30712,0,1,42.1143,4982,3,2018-07-01
30911,2300,1.52193,,7.95106,,0,1,12.3502,3697,4,2018-03-24
30912,2600,1.18351,,5.69123,6.49782,0,1,64.5801,1392,1,2018-11-30
30913,5100,,2.69641,,,0,1,22.1584,711,4,2011-08-25
30914,5300,1.81255,21.5759,,,0,1,66.0806,952,4,2011-04-19
30915,1100,1.54884,5.8033,6.69192,,0,1,20.2419,1277,3,2019-05-13
30916,2400,5.86907,3.64487,,8.65946,0,1,97.2024,1728,2,2017-02-14
30917,3200,1.02973,9.38889,3.53208,6.35339,0,1,34.0076,1464,4,2013-10-22
30918,3400,4.22291,18.6279,9.35542,8.69428,0,1,44.1557,1518,4,2018-09-25
30919,2700,1.67934,28.6144,,,0,1,68.1667,1749,4,2020-06-04
30920,1800,1.07361,10.6938,,,0,1,98.1705,903,1,2019-11-27
30921,4700,4.14156,18.8194,,,0,1,25.3733,1761,1,2011-07-21
30922,3900,3.56727,17.6274,,6.88046,0,1,67.0628,1100,4,2017-12-30
30923,2900,5.32485,14.1281,6.74543,,0,1,59.1914,1831,4,2016-03-12
30924,3000,5.03381,5.77306,8.17888,,0,1,92.3011,1705,2,2015-09-17
30925,2200,2.57174,22.8624,,,0,1,78.9547,643,2,2010-03-28
30926,4500,4.01199,4.79051,,,0,1,30.8246,2211,4,2015-07-04
30927,4000,5.33808,,3.7093,,0,1,68.945,1266,3,2017-11-01
30928,,2.76608,,,8.27441,0,1,12.3717,1013,1,2012-10-23
30929,2100,4.98089,,,,0,1,55.7941,1008,2,2010-05-10
30930,3400,,26.2227,,,0,1,96.656,1240,3,2016-03-21
30931,2100,,3.26806,,7.71718,0,1,83.6413,1923,3,2013-12-11
30932,4900,1.68642,,,,0,1,76.0549,3837,4,2013-04-18
30933,4300,2.96043,1.25152,,,0,1,77.2342,1734,3,2016-11-27
30934,2100,5.94724,18.2041,,,0,1,40.2092,1131,2,2020-09-10
30935,1000,4.89785,27.4927,,,0,1,34.2366,1783,4,2019-08-21
30936,2600,1.58625,26.0807,,,0,1,62.7347,489,4,2019-06-06
30937,5300,4.41914,21.2399,5.05856,,0,1,78.2242,1087,3,2014-02-22
30938,3000,2.66863,19.7299,,,0,1,41.9087,1785,1,2017-09-04
30939,2500,,21.9347,3.61413,,0,1,35.6864,1393,1,2010-06-10
30940,5400,5.39397,21.9147,,,0,1,65.9245,4794,2,2020-04-05
30941,2000,2.16284,13.0949,3.02504,6.96598,0,1,26.9483,1519,4,2010-04-30
30942,3800,5.30362,10.0589,,,0,1,88.9007,1382,2,2010-04-08
30943,1700,3.40474,10.3924,6.58626,6.69127,0,1,76.2532,2288,1,2014-09-13
30944,2700,3.54712,25.2991,,,0,1,11.5541,1373,1,2014-09-19
30945,4500,5.28817,5.4803,,,0,1,70.0207,1721,2,2019-07-26
30946,1200,4.77561,,,,0,1,88.7851,339,4,2015-04-14
30947,5700,,25.5941,6.20737,,0,1,48.1374,1451,4,2019-10-01
30948,2900,5.26269,28.8019,,8.69004,0,1,11.0092,1536,3,2013-08-20
30949,2800,3.91344,15.5704,,,0,1,94.2811,4156,1,2012-08-17
30950,5200,1.90904,11.6792,5.12573,,0,1,23.1949,1933,1,2010-02-22
30951,4100,3.28162,14.1708,,7.38251,0,1,11.3297,492,3,2018-01-02
30952,5400,,10.125,4.67032,,0,1,19.4258,1381,3,2020-10-27
30953,4600,4.97306,13.3997,,,0,1,47.2721,1574,1,2015-04-30
30954,3400,4.14844,7.97718,,6.44094,0,1,13.4682,1352,3,2013-03-04
30955,5700,4.10836,8.34041,,8.0974,0,1,98.5493,722,4,2017-05-01
30956,4600,5.51933,16.2311,,8.47892,0,1,13.3049,1773,1,2012-04-11
30957,2000,2.59543,13.1321,6.81586,,0,1,49.3885,923,1,2010-03-31
30958,1300,2.3716,20.1227,,7.59227,0,1,61.9151,4669,1,2015-09-13
30959,3700,3.83609,,7.84021,,0,1,96.5347,1826,1,2017-02-17
30960,5900,,28.3402,7.88614,,0,1,23.8409,1900,3,2012-06-03
30961,5400,4.40096,,,,0,1,91.8289,1913,2,2015-04-14
30962,3500,3.82876,23.5188,5.55453,6.91591,0,1,25.7493,563,4,2010-01-30
30963,5900,2.92281,2.74834,6.50923,8.53797,0,1,61.8283,1591,4,2020-10-12
30964,4000,3.51063,21.9556,,,0,1,51.5322,4673,3,2017-11-02
30965,5600,4.14612,23.6533,,6.37248,0,1,58.473,4421,3,2014-07-22
30966,,,,3.15518,8.52627,0,1,36.2953,1938,1,2014-12-07
30967,4400,5.24086,7.18323,3.93382,,0,1,87.3458,1605,4,2012-01-03
30968,4600,2.34753,,,,0,1,81.9492,17,5,2011-12-30
30969,5100,3.83783,21.0775,,7.73771,0,1,41.8441,1845,4,2012-09-14
30970,2000,3.49457,4.46675,,8.85923,0,1,57.5072,1510,3,2020-12-23
30971,1300,,29.8232,,7.68411,0,1,28.9783,2458,4,2012-12-23
30972,2900,1.08958,,,,0,1,92.0989,4570,3,2017-03-05
30973,5800,1.03183,15.1226,7.95581,6.15392,0,1,18.4693,278,4,2018-04-18
30974,4400,2.27534,11.8041,,6.46229,0,1,12.2423,1940,3,2010-03-02
30975,1900,2.62408,26.7519,,,0,1,81.2222,1445,1,2019-07-30
30976,3000,5.59727,19.4323,7.95848,,0,1,36.4726,1500,1,2011-04-14
30977,3500,,18.14,,,0,1,90.8096,1852,4,2013-04-18
30978,5900,3.39341,12.9666,4.65691,,0,1,57.6373,4246,3,2011-06-24
30979,2100,4.8802,,9.73415,,0,1,32.2803,1958,2,2017-03-09
30980,4300,1.4751,29.6411,6.35261,,0,1,90.1696,1674,2,2015-12-30
30981,,4.86688,13.8886,,,0,1,82.6872,971,3,2016-10-19
30982,3800,4.91928,20.55,3.33208,7.04196,0,1,67.9358,782,3,2014-03-14
30983,5300,4.27461,29.33,,,0,1,18.0906,1321,1,2010-03-09
30984,3300,3.52649,9.23544,,,0,1,42.5992,464,4,2010-03-19
30985,1300,4.85339,4.31534,,,1,1,95.3263,1313,4,2019-04-05
30986,5600,,6.21351,,,0,1,74.2155,1344,1,2014-03-01
30987,1900,4.79166,23.2253,,7.09577,0,1,38.7828,545,3,2019-01-04
30988,1400,1.06216,18.8255,,6.83177,0,1,73.766,4779,2,2013-09-26
30989,4500,2.12037,28.5576,,,0,1,41.6599,755,1,2013-05-12
30990,4000,1.6627,24.0939,5.00001,6.64639,0,1,30.9317,1805,4,2017-05-11
30991,4600,1.73038,9.69165,,,0,1,23.3462,1512,4,2019-03-08
30992,4500,1.36502,24.6656,5.45193,,0,1,26.3091,748,2,2019-06-28
30993,5700,4.61763,13.823,,,0,1,45.374,611,4,2010-07-18
30994,3900,,25.2909,,6.89726,0,1,21.8454,1278,2,2019-01-22
30995,,1.87253,22.9111,,,0,1,74.0956,1187,3,2014-12-23
30996,2200,2.16709,2.973,,6.02877,0,1,11.199,730,5,2010-04-01
30997,3700,1.365,15.3605,5.86681,,0,1,37.0724,1868,1,2010-07-12
30998,3700,4.57563,6.95797,4.89489,,0,1,34.721,1780,3,2017-11-27
30999,3800,2.06176,,,,0,1,53.0811,1403,1,2010-03-01
31000,3200,3.18528,22.8997,,,0,1,43.7255,4186,5,2014-08-20
31001,3000,1.59038,26.211,4.23954,7.51122,0,1,11.4392,1742,3,2013-04-11
31002,3500,5.74582,20.1864,9.86157,,0,1,66.1883,4965,3,2017-10-02
31003,5300,2.88334,29.9591,7.72883,6.10592,0,1,69.1651,4646,2,2010-12-07
31004,3300,4.01672,,5.28314,8.44804,0,1,46.7738,1298,1,2012-09-09
31005,4500,1.06277,19.4416,,,0,1,94.2167,3971,1,2018-03-17
31006,5900,2.05721,3.87566,,,0,1,19.2308,1503,4,2010-10-31
31007,5300,5.70929,19.315,9.17933,6.05912,0,1,10.9565,1325,4,2012-07-11
31008,2100,2.7936,,,,0,1,45.0298,231,1,2015-02-28
31009,3900,4.68602,,,,0,1,32.2461,2007,5,2014-08-21
31010,3900,5.23086,21.8323,,,0,1,72.0767,1606,2,2016-01-19
31011,5100,2.6381,5.65707,,8.60052,0,1,22.4953,1667,2,2020-01-09
31012,5500,5.28497,11.4715,7.79593,,0,1,91.7512,751,3,2019-10-23
31013,1800,,17.9979,,,0,1,39.6347,1347,3,2019-07-22
31014,4200,3.68435,18.8185,,8.38839,0,1,16.3652,811,1,2011-02-19
31015,2400,2.57964,,,,0,1,41.1538,833,3,2016-08-30
31016,3200,5.26824,22.2469,,,0,1,33.8931,214,3,2011-01-31
31017,5300,3.63326,26.0308,5.69206,,0,1,17.6587,676,1,2020-12-08
31018,1600,1.65245,27.1584,,8.25297,0,1,29.2291,518,2,2020-07-27
31019,4100,3.67615,13.7586,,,0,1,56.2059,602,2,2019-08-16
31020,5300,4.097,24.0886,9.85958,,0,1,84.2575,1198,4,2010-05-23
31021,1600,1.30961,17.7904,,,0,1,97.5125,1509,4,2016-12-18
31022,1900,5.54757,,,,0,1,23.5798,1839,3,2019-04-25
31023,5200,5.0371,16.9011,,,0,1,50.2892,640,5,2019-09-05
31024,2200,2.86065,4.8967,4.2535,,0,1,20.9124,1142,2,2016-05-21
31025,3200,2.39026,,4.59918,,0,1,44.161,4419,1,2011-10-18
31026,,3.48342,16.8074,3.12158,7.15738,0,1,12.6691,1615,2,2014-07-14
31027,2500,4.51048,23.1267,,,0,1,56.7249,1668,4,2016-08-18
31028,,1.98251,1.29348,7.06161,,0,1,96.6239,1950,4,2020-04-11
31029,2600,5.2202,,,6.69195,0,1,38.1467,768,3,2016-03-25
