lkp,bsk5,hsk,soluble_oxygen,ph,roundworms,conformity
6500,56.2536,61.9696,1.03156,,0,0
73000,68.8826,62.201,,10.7846,1,0
,38.2073,33.8974,,,0,0
520,,65.3638,,,0,0
90000,33.2772,43.6516,,14.3559,0,1
5300,7.38254,80.7257,,,0,0
7300,65.7793,59.9932,2.547,,0,0
570,28.2563,89.4794,,,0,0
98000,26.7718,76.3922,,,0,0
6600,12.9605,,,9.70521,0,0
550,64.8765,67.293,,,0,0
82000,64.9943,60.512,,13.5598,0,0
7700,18.7333,33.3695,2.49334,14.9397,0,0
,65.6528,45.0448,,,0,0
,13.0909,44.6648,,,0,0
6700,76.4124,90.5708,,,0,0
76000,32.714,,1.23344,,0,0
65000,6.16216,66.5108,,,1,0
910,37.092,46.6172,,13.6371,0,0
,35.879,63.9961,,,0,0
8200,45.9756,73.8458,1.40908,9.7198,1,0
8800,60.2435,74.4881,,10.2503,0,0
740,16.099,60.4981,1.98073,12.2218,1,0
610,68.981,65.5623,,,0,0
900,46.9057,44.9174,1.71167,10.4186,1,0
510,33.9215,56.2675,,9.06236,0,0
5600,49.4589,33.3842,2.36135,12.6844,0,0
5200,77.8806,40.0827,2.99151,10.8915,0,0
57000,27.2139,74.6769,2.15061,9.72931,0,0
85000,34.2859,54.0205,,13.1128,1,0
5400,51.4091,61.7974,,11.4636,0,0
7200,79.1198,,2.30569,,0,0
6100,,44.9366,,10.545,0,0
70000,21.3978,80.9287,2.23047,13.2073,1,0
8900,78.9988,87.5179,,11.4201,0,0
8600,45.5445,96.574,1.0034,12.7625,0,0
7100,25.6279,48.4206,1.78391,10.0415,0,0
7700,21.2846,71.9309,,,0,0
660,71.2392,47.2873,,,0,0
96000,40.4086,78.7309,,,0,0
770,24.0271,87.0644,1.10899,14.4926,0,0
,,78.2113,1.21321,9.14674,0,0
720,58.2559,73.6929,2.82799,,1,0
640,18.9044,50.1024,,,0,0
68000,65.2199,58.2743,,14.2133,0,0
7500,52.2592,,2.29189,,0,0
63000,33.8935,91.1291,,12.5163,0,0
52000,16.1315,,2.756,10.2286,0,0
8200,6.36564,,,12.1087,1,0
9400,43.6266,61.2603,,,1,0
9000,54.4514,51.9752,2.03182,11.8795,1,0
7200,26.404,59.8028,,,0,0
50000,40.5523,88.2554,2.86676,14.4277,1,0
730,6.35016,48.1122,2.54411,,0,0
94000,40.0876,90.1899,,,0,0
8100,51.342,85.0339,,,0,0
,49.3359,67.6074,2.57189,,0,0
70000,44.8074,34.171,,,0,0
90000,46.1546,61.4582,2.97273,13.4884,0,0
89000,79.9017,98.1686,,,0,0
5700,71.3016,77.6548,,11.1639,0,0
760,79.3557,96.4072,,12.0372,1,0
5200,37.9237,47.2836,,,0,0
6900,67.8987,77.6299,,13.8663,0,0
7200,7.04238,61.9796,2.60717,14.9782,0,0
69000,72.4858,33.5689,2.14047,12.3611,0,0
720,,36.0488,1.54436,11.1153,1,0
99000,41.5514,35.9727,,11.3173,0,0
5300,65.7568,57.682,1.89065,14.0145,0,0
70000,,61.4556,1.38576,,1,0
67000,49.5965,86.3643,,,0,0
51000,19.7345,72.9941,1.37539,,1,0
990,26.1083,36.7954,,11.8384,0,0
97000,,96.6243,1.98573,,1,0
94000,67.463,72.734,,13.5048,1,0
890,61.1278,73.2835,,,0,0
85000,41.4748,87.7798,,,0,0
6100,45.7536,59.5528,,,0,0
710,19.0649,85.7848,1.12358,14.526,0,0
73000,57.6231,30.1529,2.19504,,0,0
,33.0712,54.3858,,10.9597,1,0
67000,75.0236,32.2238,1.46655,,1,0
60000,43.8398,74.4333,,12.0459,1,0
63000,41.0875,83.6571,,,0,0
640,36.7743,34.2923,,,1,0
6500,33.5559,73.5814,,,0,0
,11.8323,51.8274,1.75656,13.4229,0,0
7000,29.4292,56.5647,2.69543,,1,0
9300,6.80991,63.8306,,12.407,0,0
8700,73.7336,,,,0,0
9000,51.059,76.7634,,13.6821,0,0
86000,45.0321,77.3292,,12.7047,0,0
6400,50.0559,76.7577,,,1,0
76000,,,,,1,0
9500,35.6629,56.0597,1.37517,14.8739,1,0
,6.73706,,,14.1619,0,0
9500,59.4733,98.4054,,,0,0
85000,21.383,70.7658,,11.7135,0,0
5900,79.9377,,,,0,0
59000,41.0529,75.5237,,,0,0
75000,66.1034,30.0037,,,0,0
86000,70.3572,31.101,,13.8554,0,0
84000,17.862,55.0848,,13.985,1,0
850,72.734,74.6424,,,1,0
58000,16.7078,67.6441,2.10592,9.86068,0,0
680,48.1367,44.1297,,,0,0
7600,46.535,30.5923,2.15034,,0,0
590,66.6312,59.6735,,12.1511,1,0
99000,23.5183,74.896,,9.04303,0,0
77000,66.9883,78.9811,,,1,1
550,45.2762,53.0074,,11.292,0,0
990,79.0775,91.6311,,14.2092,0,0
,40.5966,75.3782,,,0,0
870,27.0227,46.9064,2.27134,10.4919,0,0
53000,73.7188,97.2541,1.50983,,0,0
730,22.2646,38.0546,,,0,0
950,49.7838,48.3862,2.04023,,0,0
58000,8.31477,61.3053,,,0,0
85000,44.8142,,1.35895,10.0434,0,0
7400,40.5273,73.7828,,,0,0
580,51.7998,,2.84488,,0,0
920,32.0914,75.431,1.40665,,0,0
95000,,51.9739,,,0,0
510,44.4695,,,,0,0
57000,6.23247,63.6265,2.90526,13.7111,1,0
95000,78.7522,73.3376,,10.5284,0,0
7500,,88.3982,,,1,0
9100,70.4924,81.7415,,12.8403,0,0
740,26.7247,79.4841,2.33873,,1,0
53000,,72.142,,10.8226,0,0
6500,79.5406,80.9186,,13.7333,0,0
640,64.0715,84.1264,1.9054,14.2547,0,0
61000,25.3713,39.6067,2.15634,12.0251,0,0
750,13.9897,46.9344,,,1,0
9700,45.7448,38.39,1.72385,,0,0
98000,41.5371,55.8585,,,0,0
97000,10.7007,97.2103,2.88441,,0,0
500,,73.2798,1.76217,,1,0
920,32.9615,86.6788,,,1,0
730,67.2659,34.4681,,13.8181,0,0
98000,21.2092,41.1424,2.44523,,1,0
5600,8.28957,62.5088,,10.9133,0,0
68000,33.132,40.2561,2.73036,,0,0
6600,72.9508,31.6315,,12.3682,0,0
60000,70.2393,44.7598,,10.9975,0,0
9000,46.9247,38.7612,2.27442,9.14636,0,0
9600,68.314,55.3112,1.48744,,0,0
8100,42.4409,,,11.5305,0,0
5300,41.5337,50.574,,,0,0
83000,74.6561,60.1963,,,0,0
580,,81.1865,,10.3689,0,0
650,16.4624,,,12.9153,0,0
78000,24.0094,46.9242,,,0,0
95000,56.3371,79.5093,,,0,0
96000,19.3983,69.2746,2.97512,,1,0
880,36.9532,58.3715,,13.2365,0,0
81000,57.1586,94.7544,,,1,0
,56.5688,54.6226,2.5206,,1,0
740,45.4104,95.3347,,14.0818,0,0
610,69.2531,53.5497,1.62627,,0,0
8000,,66.3772,2.26861,,0,0
5500,40.012,57.7634,1.43637,,1,0
510,31.8877,66.6865,,11.4467,0,0
7900,17.6295,92.9009,,,0,0
64000,73.9818,88.16,,,1,0
60000,,71.9877,,10.7239,0,0
,,,,,1,0
7800,26.2154,49.6737,,10.8062,0,0
7300,27.412,75.5471,,,0,0
79000,46.9943,65.2893,2.82102,,0,0
97000,8.55962,62.0467,1.97559,,0,0
,78.147,44.6174,,,0,0
5000,58.9987,65.7725,2.61612,13.8343,0,0
570,79.5315,78.1679,,12.5239,0,0
860,43.5404,73.6267,,,0,0
7700,35.8959,40.5753,,,0,0
,,33.5865,,,1,0
610,74.0612,37.2438,,12.2348,0,0
740,12.4529,,,,0,0
5100,7.05542,98.7965,1.16487,12.7177,0,0
76000,47.4942,63.5267,,,0,0
5300,55.1827,73.7995,,,0,0
9600,51.8633,37.2141,2.18212,11.7142,0,0
6100,50.288,54.8653,,14.633,0,0
720,,48.0265,,12.1789,0,0
9300,10.8751,67.8243,,,1,0
6400,43.7774,51.5452,,11.1765,1,0
51000,8.02863,98.2976,,10.7152,0,0
51000,44.6988,55.2178,1.03544,,1,0
8900,10.0961,31.4092,2.53686,14.9352,1,0
,60.03,44.8518,,,0,0
7800,8.71527,,,10.0692,0,0
95000,29.2036,81.2352,,11.9061,0,0
5800,50.6732,52.18,1.02736,,0,0
690,,83.7674,1.41356,,0,0
6000,68.418,60.5238,,9.82531,1,0
560,36.8311,73.6605,,,0,0
95000,69.176,36.9025,,,0,0
580,76.1268,,2.83804,,1,0
9500,21.4476,58.9154,1.72208,,0,0
61000,72.9495,67.7816,1.14155,12.9711,0,0
710,41.3782,48.2415,1.48466,,1,0
59000,9.5797,74.3488,,13.1273,0,0
960,14.3078,68.2684,,,1,0
8800,12.9166,,1.52199,11.9763,1,0
6000,51.5388,81.9578,,,0,0
77000,29.245,69.2127,,,1,0
,,,,,0,0
6000,44.3651,73.4719,1.82654,10.6858,0,0
6700,70.167,,,9.13708,1,0
73000,63.4422,93.2645,,13.3126,0,0
99000,42.0022,,,14.1682,0,0
880,37.1157,35.9565,,,0,0
670,60.5665,94.4238,2.18517,9.38191,1,0
63000,29.9482,33.0185,,,1,0
61000,49.8842,73.2976,,,0,0
520,,,2.72701,14.8639,0,0
780,18.3429,68.934,,10.7914,0,0
550,69.459,65.6881,2.56609,,0,0
79000,7.97582,51.1277,,,0,0
8100,10.7055,95.9579,2.70191,,0,0
6500,75.1224,91.0959,,,0,0
600,64.378,51.5353,,,0,0
780,76.2346,,,,0,0
89000,29.8591,,,,0,0
8100,52.9307,46.3356,,11.5057,0,0
900,69.8857,41.5119,2.80174,,0,0
7100,46.1854,39.7369,,12.1643,0,0
7900,24.6967,,2.63896,11.5671,0,0
6700,23.7908,98.8623,,,0,0
610,37.8864,71.3557,,,0,0
8600,15.729,89.8624,2.73431,11.3249,1,0
680,,46.7699,,,1,0
80000,,48.2645,,,1,0
6500,,,,,0,0
980,,60.6952,,12.6162,0,1
7300,28.1676,84.0541,2.66191,11.9454,0,0
,16.3555,39.8667,1.49098,13.9146,0,0
770,47.4136,60.8501,,9.96121,0,0
62000,20.4483,35.2487,1.22357,,0,1
970,7.11166,34.5074,,,1,0
90000,51.0746,66.7241,,14.8452,0,0
620,77.4757,81.6599,1.67835,12.4853,0,0
90000,39.1865,65.8049,,14.6857,1,0
84000,48.2661,89.0022,,11.2092,0,0
820,6.32452,54.4477,,,0,0
8000,27.043,95.2584,2.46467,,0,0
57000,,91.8416,,,0,0
8700,46.51,68.0014,,10.1873,1,0
5900,53.6104,81.3934,,,0,0
5300,24.5864,54.762,,13.2937,0,0
74000,8.69657,,2.19212,,0,0
56000,52.9805,,1.26911,9.12259,0,0
90000,79.4635,61.8677,2.72031,,1,0
880,58.767,57.1215,,,1,0
870,59.3194,95.2791,,,0,0
5700,38.3304,81.9203,1.85457,14.1084,0,0
95000,78.9591,62.4752,1.47965,,0,0
78000,34.8553,79.1637,2.88173,,0,0
83000,64.4705,60.1075,,,0,0
9300,7.00441,56.2221,1.83497,14.1003,0,0
690,37.0696,92.6715,1.68881,,0,0
91000,76.7149,38.9885,,,0,0
6500,17.5192,57.3249,,,1,0
980,36.649,95.3906,,11.0758,0,0
630,24.4221,49.1784,,,0,0
69000,46.7313,68.9193,,9.8486,0,0
79000,32.8421,76.8858,1.06464,12.1029,0,0
900,11.4542,84.4864,1.74282,10.9781,0,0
6100,12.4787,,,,0,0
54000,60.4381,51.4985,2.68001,,1,0
890,41.2746,63.6934,,,0,0
,31.6467,38.5175,,,0,0
940,69.7021,89.4178,2.22453,,0,0
5800,46.1182,83.3978,2.86983,,0,0
98000,28.8366,,2.80188,,0,0
910,78.8095,75.1065,1.87804,,1,0
5200,20.8672,89.175,1.74278,11.299,0,0
5300,36.2725,98.5111,1.88581,14.0914,0,0
6400,39.7097,36.5734,,,0,0
620,10.3809,,,,0,0
95000,,87.2741,,,0,0
72000,54.0794,99.8832,2.16233,14.321,0,0
600,23.868,62.1255,1.62062,,1,0
630,28.6243,71.5102,,,0,0
92000,11.2726,95.8375,1.96057,13.5594,1,0
75000,50.2342,59.6936,2.20837,12.2416,0,0
900,,78.3343,1.44789,,0,0
500,22.9052,60.1185,,,0,0
59000,46.7218,84.9749,2.30228,9.93898,0,0
9500,45.9297,66.9945,1.24811,11.5507,0,0
66000,44.4714,44.2342,,,0,0
5200,79.556,,2.95452,,0,0
7400,16.7699,94.5833,,,0,0
,73.3123,64.8496,,,0,0
56000,31.885,85.7893,,13.9447,0,0
,46.4092,81.5315,1.92436,,1,0
990,63.3787,53.9466,,,1,0
71000,10.3968,83.6445,,,0,0
670,39.5555,68.1786,,13.1342,0,0
62000,46.8268,96.2602,,11.5557,1,0
9700,,77.1825,,10.4243,0,0
53000,20.7644,71.3335,2.46687,,0,0
9400,7.53485,,,,0,0
780,53.4824,62.4815,,13.9703,0,0
89000,21.5888,96.8856,,10.7325,0,0
88000,40.0312,42.1164,,,0,0
7900,73.1723,69.9613,,9.72904,1,0
92000,63.3118,73.7599,1.79741,,0,0
560,57.0498,58.1483,,9.55334,0,0
540,,59.4839,1.08671,9.14709,0,0
7100,63.2784,91.9756,2.31368,,0,0
5000,39.3453,71.3642,2.12515,12.3081,1,0
94000,35.9305,86.7613,2.94131,,0,0
60000,60.5099,67.9464,1.50377,,1,0
73000,23.4632,96.768,,,1,0
58000,48.6866,,1.57076,,0,0
560,75.1456,75.3468,1.34473,14.5627,0,0
8700,60.0896,75.2011,,14.2312,0,0
8100,32.925,79.2806,,11.8006,0,0
,19.2016,97.982,2.75824,,0,0
600,54.0906,84.7119,,,0,0
79000,,96.834,,13.974,0,0
890,12.2465,79.2949,,,0,0
660,66.4148,78.9906,,10.2239,1,0
8800,7.51686,65.2721,,,0,0
510,6.00942,64.2035,,14.4208,0,0
630,66.9124,,,10.1396,0,0
590,46.9828,31.9248,,10.7619,1,0
700,12.9227,62.6516,,,1,0
9700,,89.9032,1.69325,11.94,0,0
520,49.6682,86.6489,,13.6827,0,0
9500,47.9624,77.9041,,10.5632,0,0
67000,79.7618,56.986,1.98347,10.0287,0,0
5700,29.2929,,,,0,0
78000,62.7395,65.4712,,,0,0
640,24.4398,99.7533,,,0,0
7700,,36.9279,1.24243,,0,0
750,45.2541,,,14.2123,0,0
83000,54.0404,92.9148,1.25982,,0,0
990,21.5081,51.3286,,12.0924,0,0
68000,,65.2399,2.64969,14.5333,0,0
6200,38.1749,,2.83318,,0,0
97000,36.8985,,,,0,0
5600,38.4906,54.7926,1.7619,11.761,0,0
8000,63.8368,32.9975,1.44234,14.8133,0,0
76000,35.4519,50.0091,,9.20674,0,0
8200,27.9608,31.549,1.047,13.0729,0,0
94000,,52.0776,,,0,0
860,73.1843,31.5454,1.34156,12.2461,0,0
51000,39.6269,48.8504,,,0,0
540,13.3765,68.1429,,,0,0
690,15.9992,43.6107,,12.7655,0,0
6000,63.9615,80.2333,,,0,0
,62.0928,76.2878,,,0,0
840,48.0833,,,,0,0
72000,78.1667,,2.83208,9.37459,0,0
5600,51.7954,97.8153,2.99986,,1,0
620,19.4841,89.5028,1.76092,11.0064,0,0
,50.1771,40.5882,,11.3639,0,0
530,36.3062,,1.99153,,0,0
6300,,32.2509,,,0,0
5500,33.3089,55.9646,1.7761,11.0165,0,0
8600,60.412,98.9326,,,1,0
59000,19.2476,71.3446,2.32864,10.7111,1,0
75000,7.52544,46.9653,,9.92959,0,0
8100,66.57,98.1918,2.60295,,0,0
780,,36.0614,,13.2614,0,0
,54.606,98.278,2.71777,12.2388,0,0
93000,33.1085,94.9609,,14.4548,0,0
950,29.5042,79.4648,1.2563,,0,0
590,21.3495,80.0581,,12.5646,1,0
70000,57.2881,87.111,,,0,0
5900,39.9855,80.2441,,,1,0
7000,56.6058,32.4979,,,0,0
900,17.4907,,1.74424,,0,0
5400,21.2558,56.5044,,,0,0
,49.4228,71.6109,,,0,0
95000,33.1785,79.8334,,,0,0
75000,42.9707,75.0316,1.96684,,0,0
6600,29.191,75.4394,,,0,0
540,74.4345,40.1069,2.47221,14.5693,0,0
610,35.3647,50.4084,1.90005,13.9613,0,0
,24.6387,76.2831,,,0,0
850,64.2857,77.9729,,10.7922,0,0
850,73.2304,83.163,,,0,0
5500,47.89,,2.55529,,1,0
71000,72.6329,74.7564,,11.5131,0,0
950,56.9132,77.7495,,,0,0
980,63.0213,,1.41486,,0,0
910,30.8299,60.1403,1.03756,10.6174,0,0
9700,7.58482,97.1293,1.6021,9.30235,0,0
8200,49.7956,50.5928,,12.0042,1,0
8900,33.9664,51.6915,,10.0751,0,0
710,15.8087,86.3638,,,0,0
,18.5624,92.0879,,14.6706,0,0
8200,68.1336,97.1461,1.75096,13.1815,0,0
530,17.9451,67.3159,2.61767,11.7975,0,0
77000,,,,,0,0
7800,73.6284,54.7351,,9.30164,0,0
52000,8.26052,,,,0,0
8000,,39.5067,,,0,0
540,36.6494,30.8207,,11.2563,0,0
980,50.3285,65.5833,,,0,0
69000,63.8846,75.9495,2.7387,,0,0
7400,36.7283,53.1368,,9.98751,0,0
59000,11.9478,,1.72076,,0,0
53000,12.6114,59.1785,,,0,0
6900,21.8963,56.5147,2.29906,,0,0
5300,79.6414,38.0367,,12.9161,0,0
930,36.7708,70.5443,2.45714,,0,0
57000,78.5085,51.4909,,,0,0
690,48.7057,64.9666,2.1198,13.9219,0,0
9500,18.67,51.3012,,14.4633,1,0
9600,20.9049,46.3525,1.04953,,0,0
8700,41.196,41.6385,,,1,0
70000,28.6044,71.9998,2.90234,,1,0
730,25.0497,30.3999,,10.891,1,0
680,20.8124,31.2562,,11.2093,0,0
93000,,,,,0,0
59000,17.6675,52.3759,1.91991,10.9192,0,0
7900,49.0232,79.3959,,,0,0
,67.1815,90.1798,1.3608,,0,0
92000,51.3575,55.9679,2.31089,9.5223,0,0
6000,14.8925,77.9916,,,0,0
8100,15.6568,45.7696,,,1,0
610,,96.5882,2.37519,,1,0
97000,,69.2158,,,0,0
55000,,68.0516,,11.4804,0,0
650,71.5847,38.9321,2.68599,,0,0
960,8.27855,77.6852,,,1,0
5500,27.9193,73.2694,1.85994,,0,0
9800,51.5538,93.101,1.2011,11.901,0,0
740,29.3217,87.9702,,14.5426,0,0
9600,30.1767,89.9649,,14.1881,0,0
,44.0434,42.9282,,,0,0
52000,29.3571,77.7628,,12.2248,0,0
87000,9.31069,46.9977,,,0,0
790,55.7944,70.7902,,9.43666,1,0
6900,30.918,44.2501,2.61296,11.9575,0,0
9900,12.3213,99.0821,,,0,0
9200,58.8625,52.3026,2.09227,,0,0
7000,,,,,0,0
6100,16.5499,,2.46701,14.5128,0,0
98000,78.6364,80.9284,1.03649,,0,0
980,18.6909,93.8938,,,0,0
90000,57.6744,68.2464,2.09519,,1,0
80000,57.3341,37.4287,,13.4912,0,0
660,,,,,0,0
940,48.2486,61.6721,,,0,0
5900,41.8621,39.7897,1.53758,,0,0
980,58.4046,,,,0,0
56000,,56.4483,,,0,0
,,,,,1,0
6200,20.3155,43.7878,2.79651,11.8782,0,0
97000,18.16,85.4908,1.33836,13.5231,0,0
760,66.68,78.593,,12.4851,0,0
96000,14.5996,,,,1,0
520,11.362,51.2916,,,0,0
720,70.7591,85.1076,1.786,10.118,0,0
6500,77.7501,69.712,,,0,0
,56.4661,,,10.9939,0,0
8700,48.9219,47.7502,,11.0673,0,0
92000,,77.1361,,12.4201,1,0
90000,12.4469,98.7672,,,0,0
67000,36.903,,1.31446,,1,0
760,27.7569,61.5151,2.6005,,1,0
78000,40.6717,85.0511,,,0,0
570,72.2998,68.9951,,,0,0
990,34.4498,36.7337,1.79141,,0,0
8000,64.0285,85.0852,2.22104,,0,1
9300,41.0575,,,,0,0
,,,1.08342,9.57928,1,0
58000,72.5746,50.2464,,12.9159,1,0
8700,55.4646,78.8295,1.68714,,0,0
5900,72.7274,64.7673,2.84496,,1,0
970,55.1514,77.4432,,,0,0
940,45.395,63.5207,2.61212,,0,0
9600,42.8756,75.0017,,11.4587,0,1
9100,,38.373,,11.8091,1,0
820,69.9869,68.5897,,,1,0
,34.8747,94.6408,,,1,0
,49.7419,31.2096,,,1,0
,14.4997,86.1498,,,0,0
870,22.1759,32.174,,,0,0
82000,78.9766,,,,0,0
7900,71.3489,,,,0,0
720,15.8474,30.0734,2.23109,14.1317,0,0
670,,,1.01094,13.4024,0,0
630,9.10891,98.4675,1.82467,14.0646,0,0
800,53.0304,96.286,,,1,0
6900,37.2522,87.7215,,9.96803,0,0
5800,57.2692,70.5629,,,0,0
98000,70.1186,84.0975,1.3083,,0,1
5400,41.2394,86.7985,,,1,0
590,42.9542,42.7674,,,0,0
840,23.9597,54.2638,2.62079,9.07294,0,0
740,,53.4414,,14.7501,0,0
54000,39.4176,99.0921,,,0,0
960,46.2933,51.9778,1.53302,,1,0
850,52.891,37.9934,,10.3764,0,0
79000,40.3888,,1.54272,13.1004,0,0
940,49.3475,48.2582,2.64112,11.7892,0,0
6500,74.015,,1.94199,,0,0
86000,64.5644,72.2147,,,0,0
,24.1908,65.7921,,,1,0
,24.2501,78.9956,1.87376,,0,0
620,50.1867,85.4826,,,0,0
700,34.6624,85.7391,,10.4663,0,0
,22.6168,75.255,1.40874,11.3704,1,1
960,64.7596,92.3484,2.24215,10.0295,0,0
6200,72.784,67.2173,1.40688,,0,0
6200,49.1347,60.682,1.88111,,0,0
62000,9.2532,,,,0,0
82000,54.9205,45.0643,,,0,0
7600,55.2844,33.4791,,,0,0
,76.6931,59.9855,,12.5356,0,0
6200,,98.1514,,,1,0
540,59.7249,,2.05825,,1,0
680,41.6201,64.788,1.1069,,0,0
86000,62.2594,,,,0,0
7300,61.5741,48.0753,2.27111,12.0423,0,0
570,57.4894,75.1981,2.28709,,0,0
920,57.573,90.85,1.46302,,0,0
76000,76.5995,77.3834,,12.0888,0,0
,33.7941,65.1417,,,0,0
60000,54.7265,82.9336,,11.0603,0,0
6000,9.41952,69.6386,,11.2496,0,0
8900,,49.2827,,,0,0
600,21.0307,80.8502,1.94785,,0,0
68000,44.3312,41.0457,,,1,0
9900,28.7891,90.9522,1.00108,,0,0
9400,78.1034,30.9536,,,0,0
670,54.6148,,2.50691,,0,0
8500,22.047,82.1965,,,0,0
6500,32.4341,93.9663,1.21337,,0,0
9800,8.26042,60.8214,2.82117,,0,0
6800,11.0062,96.805,,,0,0
700,73.5281,79.7374,2.40034,,0,0
690,75.9719,42.7894,2.93476,,0,0
72000,50.3103,,1.9846,,0,0
970,31.5511,69.4498,,12.325,0,0
8900,,45.2626,2.85665,,0,0
66000,70.2496,32.787,1.32839,13.3927,0,0
89000,51.9893,72.5809,,,1,1
7600,50.3142,89.5941,1.82849,,0,0
9400,54.732,39.1582,,,1,0
53000,31.0878,45.4705,,14.8657,1,0
59000,16.3249,40.8948,,,0,0
,9.89567,39.8256,,9.04668,0,0
840,33.999,62.856,2.81893,,0,0
7400,8.34869,67.7854,1.23277,,0,0
8700,20.8342,81.2217,,,0,0
770,44.5463,,,,0,0
7500,,84.2423,,,0,0
55000,63.2292,40.5775,,,0,0
660,62.3396,85.9462,1.51584,,0,0
5100,57.1583,52.0105,,,0,0
6400,,94.6921,2.69876,,0,0
730,64.7192,79.0657,,,1,0
560,75.4016,62.5914,,,0,0
9000,62.8158,,,,0,0
77000,52.748,,,10.5622,0,0
88000,46.2209,51.7087,,,0,0
880,15.8379,86.8361,,,1,0
840,20.7713,55.0598,,,0,0
810,9.21942,78.6196,1.14411,,0,0
57000,11.8555,52.932,,,1,0
55000,11.8734,,,,0,0
71000,24.5135,84.9419,,,0,0
9300,16.1447,67.9499,,,1,0
84000,56.737,94.5304,2.67504,10.1793,0,0
5500,22.7006,84.7855,,10.3033,0,0
560,6.99278,93.0585,1.03527,,0,0
970,49.9143,98.3821,,13.2744,0,0
84000,61.7563,36.3959,,,1,0
770,6.72113,63.8771,,,0,0
87000,15.4146,65.3269,2.8928,,0,0
,16.069,90.6897,,,0,0
590,72.0097,,,11.8165,0,0
7800,15.5849,90.5356,,,0,0
6900,13.1752,82.8888,,10.1383,0,0
5600,8.84098,62.001,,,0,0
8000,51.5117,75.4944,,,0,0
850,23.4692,85.604,2.99217,13.9936,0,0
6500,,81.6917,1.55925,10.8487,0,0
92000,50.8308,61.9129,,10.5018,0,0
73000,55.4205,54.2469,,13.884,0,0
9800,18.682,73.108,,,0,0
520,,36.7826,,,0,0
5400,29.497,81.4973,1.92429,12.9751,0,0
640,64.2428,,1.39536,14.7507,0,0
5800,20.8741,99.6284,1.1532,14.1101,0,0
67000,,56.8034,,10.3906,0,0
6900,72.2752,,2.66383,13.0781,0,0
99000,44.8887,80.3747,,12.8364,0,0
54000,47.7149,45.0074,,13.5745,0,0
8200,12.8588,60.1861,,14.1152,0,0
9000,,99.2742,,12.4747,0,0
63000,28.1904,81.7557,,,0,0
5000,26.7801,64.2136,,14.0603,0,0
9600,35.751,,,,1,0
84000,40.4724,58.0287,,13.8571,1,0
5100,16.7797,55.9533,,,0,0
9600,67.0302,44.39,2.38777,11.7237,0,0
,46.1338,66.643,,12.025,0,0
9200,44.4409,,,,0,0
890,36.2186,79.855,,9.50777,0,0
690,20.9431,87.639,,,0,0
73000,39.5879,51.6442,2.09621,,0,0
9400,67.195,44.6278,,12.4936,0,0
6700,33.0062,60.685,,,0,0
710,38.4344,47.8363,,,1,0
8400,39.0778,41.4435,,,0,0
8100,43.8252,56.4601,,,0,0
50000,53.8146,33.9083,1.37911,,0,0
7900,52.2706,45.8948,2.43336,14.9495,1,0
580,65.1486,93.5526,,,0,0
5500,55.1343,50.0418,,,0,0
59000,68.2263,33.0574,1.54224,,0,0
73000,59.9748,90.0094,1.68451,13.0757,0,0
680,,49.1978,,,0,0
8700,7.23632,93.4617,2.94993,,0,0
5200,28.7518,80.8997,,,0,0
820,45.0071,89.7958,,,0,0
,45.3508,62.5892,1.79633,,0,0
990,,81.9518,1.22412,13.9051,0,0
710,70.5374,71.8369,1.89712,,0,0
8900,62.3584,71.4347,,9.00706,0,0
8700,27.6306,85.3135,2.61105,10.1704,0,0
73000,9.63931,41.1464,,,0,0
54000,,44.1557,2.72418,,0,0
81000,23.8695,69.778,2.79757,12.2543,1,0
54000,17.8483,62.8724,,14.5232,0,0
7300,54.9857,,,,1,0
940,74.1339,99.108,2.0035,,0,0
5300,27.7238,54.6402,,,0,0
5000,40.9763,99.6635,,,0,0
760,,37.2981,,11.593,0,0
5900,50.9701,64.7364,1.90796,,0,0
96000,54.9423,76.1456,,,0,0
7100,79.2893,46.2458,,11.7624,0,0
590,10.9795,82.146,,,0,0
51000,49.4511,,2.68603,12.5694,0,0
8800,48.7344,87.8554,,,0,0
790,52.6224,,2.54842,12.223,0,0
7700,36.5686,63.9598,,,0,0
8500,63.8813,67.0639,,,0,0
95000,63.6358,,,,0,0
750,28.4144,31.2279,,,0,0
75000,60.2475,36.4106,,12.7613,0,0
,70.4192,61.6645,1.68608,,0,0
820,26.4176,80.3225,,,0,0
,47.0596,77.589,,,0,0
51000,26.0046,,,11.6937,0,0
9700,59.7401,83.7336,,,0,0
90000,72.5806,63.2508,,12.2564,0,0
73000,,60.3329,,,1,0
500,24.6325,41.9501,2.31273,13.6118,0,0
95000,48.2156,,1.1135,,1,0
91000,25.5438,70.1766,,11.3828,0,0
,12.9992,80.0764,,,0,0
8400,,88.294,,,1,0
5500,75.4652,83.3139,,,1,0
5600,51.429,68.233,,11.2517,0,0
9900,76.4928,,2.05483,,0,0
830,63.7753,93.3642,,,0,0
760,22.8103,62.4383,1.17596,,0,0
5800,32.5793,94.8061,,,1,0
55000,77.0736,38.4203,,,1,0
5500,27.7396,32.3256,,,0,0
,18.2093,40.4978,1.72631,10.2873,1,0
550,38.8723,30.4721,1.70812,,0,0
58000,16.7106,90.907,,,0,0
840,78.1016,84.9639,,11.5822,0,0
88000,72.8551,,,13.3953,1,0
5800,78.8723,42.3355,1.737,10.2788,0,0
7600,52.9813,31.8198,2.38321,,0,0
